code;name;url;active-ingredient;laboratory
P00015098;FENAZOPIRIDINA FMNDTRIA;https://pe.ivademecum.com/medicamento-fenazopiridina-fmndtria-farmindustria-cod-EE26BA21639A18A2;Antiinfecciosos urinarios;FARMINDUSTRIA
P00015099;FENILEFRINA;https://pe.ivademecum.com/medicamento-fenilefrina-lansier-cod-2D7A1D81F8C56ECC;Midriáticos y gangliopléjicos;LANSIER
P00015100;FENILEFRINA;https://pe.ivademecum.com/medicamento-fenilefrina-scalup-cod-70C6DBCF97B2C208;Midriáticos y gangliopléjicos;SCALUP
P00015101;FENISTIL;https://pe.ivademecum.com/medicamento-fenistil-novartis-c-h-cod-5E9C6714512162CD;Antialérgicos, antihist., corticoides asoc.;NOVARTIS C.H.
P00015102;FENISTIL GEL;https://pe.ivademecum.com/medicamento-fenistil-gel-novartis-c-h-cod-400C5B3D3F4D2368;Antialérgicos, antihist., corticoides asoc.;NOVARTIS C.H.
P00015103;FENITIN;https://pe.ivademecum.com/medicamento-fenitin-ceci-farma-cod-AFDA2380776262F8;Antiepilépticos;CECI FARMA
P00015104;FENITOINA;https://pe.ivademecum.com/medicamento-fenitoina-lcg-cod-160EB3E5DAA58E41;Antiepilépticos;LCG
P00015105;FENITOINA IQFARMA;https://pe.ivademecum.com/medicamento-fenitoina-iqfarma-iqfarma-cod-C51070A4FB729F0B;Antiepilépticos;IQFARMA
P00015106;FENITOINA SODICA;https://pe.ivademecum.com/medicamento-fenitoina-sodica-dany-cod-FDDA97EA60552925;Antiepilépticos;DANY
P00015107;FENITOINA SODICA MF;https://pe.ivademecum.com/medicamento-fenitoina-sodica-mf-marfan-cod-BF199B5A412DD73A;Antiepilépticos;MARFAN
P00015108;FENOBARBITAL;https://pe.ivademecum.com/medicamento-fenobarbital-cipa-cod-E8218AE58805A407;Antiepilépticos;CIPA
P00015109;FENOBARBITAL;https://pe.ivademecum.com/medicamento-fenobarbital-farmindustria-cod-8396EECFC7786673;Antiepilépticos;FARMINDUSTRIA
P00015110;FENOBARBITAL;https://pe.ivademecum.com/medicamento-fenobarbital-lusa-cod-387D70D2334EC675;Antiepilépticos;LUSA
P00015111;FENOLYD;https://pe.ivademecum.com/medicamento-fenolyd-vanoci-cod-FE59150E66618979;Antibióticos;VANOCI
P00015112;FENOTEC;https://pe.ivademecum.com/medicamento-fenotec-ac-farma-cod-977332FB78946DB6;Antiasmáticos y broncodilatadores;AC FARMA
P00015113;FENRYZIN;https://pe.ivademecum.com/medicamento-fenryzin-wilfar-cod-097D1B52D2DEB7A8;Analgésicos;WILFAR
P00015114;FENSOBAR-A;https://pe.ivademecum.com/medicamento-fensobar-farmindustria-cod-5DECD3BD0A8126A2;Antiácidos;FARMINDUSTRIA
P00015115;FENTANILO;https://pe.ivademecum.com/medicamento-fentanilo-ac-farma-cod-0BB32DA43FD7E4A1;Analgésicos;AC FARMA
P00015116;FENTANILO;https://pe.ivademecum.com/medicamento-fentanilo-ceci-farma-cod-3F7B6427EF4BBCC3;Analgésicos;CECI FARMA
P00015117;FENTANILO;https://pe.ivademecum.com/medicamento-fentanilo-sanderson-cod-B9C0DB77AAE89E95;Analgésicos;SANDERSON
P00015118;FER IV 2A;https://pe.ivademecum.com/medicamento-fer-iv-2a-ac-farma-cod-45522EA592AEBD98;Antivirales;AC FARMA
P00015119;FERANIN;https://pe.ivademecum.com/medicamento-feranin-vifor-cod-D3C32F7564E63B88;Antianémicos;VIFOR
P00015120;FERANIN AMPOLLAS BEBIBLES;https://pe.ivademecum.com/medicamento-feranin-ampollas-bebibles-vifor-cod-14455ADB45BAC726;Antianémicos;VIFOR
P00015121;FERANIN FOL;https://pe.ivademecum.com/medicamento-feranin-fol-vifor-cod-F67B38DC4845BEB6;Antianémicos;VIFOR
P00015122;FERANIN SOLUCION GOTAS;https://pe.ivademecum.com/medicamento-feranin-solucion-gotas-vifor-cod-9309CA27AD2AC156;Antianémicos;VIFOR
P00015123;FERINJECT;https://pe.ivademecum.com/medicamento-ferinject-om-pharma-cod-D0E607F4C2F4D02F;Antianémicos;OM PHARMA
P00015124;FERRAN;https://pe.ivademecum.com/medicamento-ferran-welfark-cod-D41C0DB5AC79CAB1;Antianémicos;WELFARK
P00015125;FERRAN FOL;https://pe.ivademecum.com/medicamento-ferran-fol-welfark-cod-2EF6A61CA0BC999B;Antianémicos;WELFARK
P00015126;FERRAN FOL 12;https://pe.ivademecum.com/medicamento-ferran-fol-12-welfark-cod-F27B2012C8A3A24B;Antianémicos;WELFARK
P00015127;FERRI-FOL;https://pe.ivademecum.com/medicamento-ferri-fol-iqfarma-cod-E0680F7BF0370C86;Antianémicos;IQFARMA
P00015128;FERRO B COMPLEX;https://pe.ivademecum.com/medicamento-ferro-b-complex-lamosan-cod-DD6FFE206DDCD513;Antianémicos;LAMOSAN
P00015129;FERRO FOLIC;https://pe.ivademecum.com/medicamento-ferro-folic-teofarma-cod-BBE1DC43CE932CF6;Antianémicos;TEOFARMA
P00015130;FERRONICUM;https://pe.ivademecum.com/medicamento-ferronicum-hersil-cod-248A576DFFA4EB05;Antianémicos;HERSIL
P00015131;FERROPROTINA;https://pe.ivademecum.com/medicamento-ferroprotina-grupo-faes-cod-7AFCD8BA7F9532FF;Antianémicos;GRUPO FAES
P00015132;FERROSIL;https://pe.ivademecum.com/medicamento-ferrosil-hersil-cod-FA42A62C3BA1957A;Antianémicos;HERSIL
P00015133;FERROVIT;https://pe.ivademecum.com/medicamento-ferrovit-mega-we-care-cod-71F528CA9EF69D39;Antianémicos;MEGA WE CARE
P00015134;FERTIRING;https://pe.ivademecum.com/medicamento-fertiring-abl-pharma-cod-BA3921287F893858;Sexuales;ABL PHARMA
P00015135;FERVITAM PLUS;https://pe.ivademecum.com/medicamento-fervitam-plus-s-j-roxfarma-cod-5825FD4A2717CECC;Antianémicos;S.J.ROXFARMA
P00015136;FEXIRON;https://pe.ivademecum.com/medicamento-fexiron-scalup-cod-A2D07DC18C9AB147;Antianémicos;SCALUP
P00015137;FEXMOR;https://pe.ivademecum.com/medicamento-fexmor-bio-reg-pharma-cod-46695C5BD4A54DE7;Antiulcerosos y antisecretores;BIO REG PHARMA
P00015138;FGM-FACTOR;https://pe.ivademecum.com/medicamento-fgm-factor-ac-farma-cod-ECE383854E32AC52;Estimulantes de granulocitos y macrófagos;AC FARMA
P00015139;FIBRASOL;https://pe.ivademecum.com/medicamento-fibrasol-maver-cod-5DB42787C2CE428C;Catárticos - Enemas;MAVER
P00015140;FIBRE & FRUIT DIET;https://pe.ivademecum.com/medicamento-fibre-fruit-diet-pharmatech-cod-985AC2CD8FE6C45C;Catárticos - Enemas;PHARMATECH
P00015141;FIBROFALK;https://pe.ivademecum.com/medicamento-fibrofalk-biotoscana-cod-81886B8845317E8A;Catárticos - Enemas;BIOTOSCANA
P00015142;FIBROX-XR;https://pe.ivademecum.com/medicamento-fibrox-xr-saval-cod-1DCE9A09341388BB;Relajantes musculares;SAVAL
P00015143;FIERRO SULFATO;https://pe.ivademecum.com/medicamento-fierro-sulfato-quiarsa-cod-6C41A183507D62BB;Antianémicos;QUIARSA
P00015144;FIFLAVONAX;https://pe.ivademecum.com/medicamento-fiflavonax-techsphere-cod-48F8FB4E5F4247EC;Terapéutica de la menopausia;TECHSPHERE
P00015145;FIJAMASS;https://pe.ivademecum.com/medicamento-fijamass-rhovic-cod-B25BCC5FCF0EE745;Medicamentos c/acción sobre metabolismo óseo;RHOVIC
P00015146;FILARTROS;https://pe.ivademecum.com/medicamento-filartros-teva-cod-93CE38C68F784A33;Antirreumáticos;TEVA
P00015147;FILGRASTIM;https://pe.ivademecum.com/medicamento-filgrastim-roemmers-cod-76471947FC50724C;Estimulantes de granulocitos y macrófagos;ROEMMERS
P00015148;FILGRATECH;https://pe.ivademecum.com/medicamento-filgratech-perulab-cod-AA02289051CB17DF;Estimulantes de granulocitos y macrófagos;PERULAB
P00015149;FILTRO DAY;https://pe.ivademecum.com/medicamento-filtro-day-skin-master-cod-331484CC6536AF81;Protectores solares;SKIN MASTER
P00015150;FILTROSOL;https://pe.ivademecum.com/medicamento-filtrosol-medihealth-cod-5529975D95BA0193;Pigmentantes y despigmentantes;MEDIHEALTH
P00015151;FIMVASTIN;https://pe.ivademecum.com/medicamento-fimvastin-pharmacheck-cod-9123AEE722D6E475;Normolipemiantes e hipocolesterolemiantes;PHARMACHECK
P00015152;FINACAL 10;https://pe.ivademecum.com/medicamento-finacal-10-quimfa-cod-BE50DDA48D9B9A52;Antianginosos;QUIMFA
P00015153;FINACAL 5;https://pe.ivademecum.com/medicamento-finacal-5-quimfa-cod-9003AF7382A4AE06;Antianginosos;QUIMFA
P00015154;FINARTRIT;https://pe.ivademecum.com/medicamento-finartrit-garden-house-cod-8E07B7BDE37BCFFC;Antirreumáticos;GARDEN HOUSE
P00015155;FINARTRIT FORTE;https://pe.ivademecum.com/medicamento-finartrit-forte-garden-house-cod-58F53B9D572CBC79;Antirreumáticos;GARDEN HOUSE
P00015156;FINAST;https://pe.ivademecum.com/medicamento-finast-dr-reddy-s-cod-DFAD643593318AB9;Terapéutica prostática;DR. REDDY'S
P00015157;FINDEDOL MAX;https://pe.ivademecum.com/medicamento-findedol-max-farmindustria-cod-FD3E5D52BC723713;Antirreumáticos;FARMINDUSTRIA
P00015158;FINDOL;https://pe.ivademecum.com/medicamento-findol-medrock-cod-B264737C7815B8DA;Analgésicos;MEDROCK
P00015159;FINEX;https://pe.ivademecum.com/medicamento-finex-saval-cod-BEC45165072E15A5;Antimicóticos;SAVAL
P00015160;FINTEL;https://pe.ivademecum.com/medicamento-fintel-cofana-cod-76A54D1A2D1630FF;Intestinales y genitourinarios;COFANA
P00015161;FINUL;https://pe.ivademecum.com/medicamento-finul-farvet-cod-4EE9E7831C594646;Antieméticos;FARVET
P00015162;FIRMAGON;https://pe.ivademecum.com/medicamento-firmagon-perulab-cod-4789155A61740686;Terapéutica prostática;PERULAB
P00015163;FIRST ALLERDEFENSE;https://pe.ivademecum.com/medicamento-first-allerdefense-mediderm-cod-6229B6C1606E2CC9;Dermatocosméticos;MEDIDERM
P00015164;FISIOATIV;https://pe.ivademecum.com/medicamento-fisioativ-glenmark-cod-1E0DAFCD3ADA3E69;Dermatocosméticos;GLENMARK
P00015165;FISIODOL 1%;https://pe.ivademecum.com/medicamento-fisiodol-1-lafarpe-cod-394528C027214E3C;Antiinflamatorios tópicos;LAFARPE
P00015166;FISIODOL FORTE 2%;https://pe.ivademecum.com/medicamento-fisiodol-forte-2-lafarpe-cod-ED0B30BED65B8F9F;Antiinflamatorios tópicos;LAFARPE
P00015167;FISIOGEL;https://pe.ivademecum.com/medicamento-fisiogel-stiefel-cod-CA41127F2390A21D;Dermatocosméticos;STIEFEL
P00015168;FISIOGEL A.I.;https://pe.ivademecum.com/medicamento-fisiogel-i-stiefel-cod-23F63A924F626702;Dermatocosméticos;STIEFEL
P00015169;FISIOGEL DERMOLIMPIADOR;https://pe.ivademecum.com/medicamento-fisiogel-dermolimpiador-stiefel-cod-B82A732C672F0D32;Dermatocosméticos;STIEFEL
P00015170;FISIOGEL SHAMPOO PLUS;https://pe.ivademecum.com/medicamento-fisiogel-shampoo-plus-gsk-cod-85AEE49A2F5DD100;Dermatocosméticos;GSK
P00015171;FISIOGEL SUN CREAM;https://pe.ivademecum.com/medicamento-fisiogel-sun-cream-gsk-cod-DC6C4D3AC6938237;Dermatocosméticos;GSK
P00015172;FISIOGEN;https://pe.ivademecum.com/medicamento-fisiogen-lukoll-cod-30B00A42EDB21FF8;Terapéutica de la menopausia;LUKOLL
P00015173;FITNESS FORMULA GRAPEFRUIT-TORONJA;https://pe.ivademecum.com/medicamento-fitness-formula-grapefruit-toronja-pharmatech-cod-9C77F79CE168D1D9;Vitaminas, minerales, oligoelementos;PHARMATECH
P00015174;FITO-K;https://pe.ivademecum.com/medicamento-fito-k-oq-pharma-cod-0D4EBC8751AA5B80;Hemostáticos;OQ PHARMA
P00015175;FITOMENADIONA;https://pe.ivademecum.com/medicamento-fitomenadiona-dany-cod-81FF91C1E2B1A4DB;Hemostáticos;DANY
P00015176;FITOMENADIONA;https://pe.ivademecum.com/medicamento-fitomenadiona-sanderson-cod-D0EDE879CADEBAF6;Hemostáticos;SANDERSON
P00015177;FITOMENADIONA PHARMAGEN;https://pe.ivademecum.com/medicamento-fitomenadiona-pharmagen-pharmagen-cod-B4B462D8D96A9E66;Hemostáticos;PHARMAGEN
P00015178;FITORMIL;https://pe.ivademecum.com/medicamento-fitormil-ist-ganassini-cod-4C81D135709E5692;;IST.GANASSINI
P00015179;FITTYDENT;https://pe.ivademecum.com/medicamento-fittydent-dentaid-cod-42ECC082C52D9105;Prótesis, accesorios;DENTAID
P00015180;FIXOPAN;https://pe.ivademecum.com/medicamento-fixopan-farmakonsuma-cod-33F716469D82B8FF;Medicamentos c/acción sobre metabolismo óseo;FARMAKONSUMA
P00015181;FLACIDINE;https://pe.ivademecum.com/medicamento-flacidine-ac-farma-cod-8EBFCC2D1BB374C2;Curarizantes;AC FARMA
P00015182;FLACORT;https://pe.ivademecum.com/medicamento-flacort-ac-farma-cod-97EF4E9461B120B8;Antiasmáticos y broncodilatadores;AC FARMA
P00015183;FLAGIMED;https://pe.ivademecum.com/medicamento-flagimed-albis-consumo-cod-0260257E6903BAD4;Intestinales y genitourinarios;ALBIS CONSUMO
P00015184;FLAGYL;https://pe.ivademecum.com/medicamento-flagyl-sanofi-aventis-cod-C45BF1DFCB1AE389;Antibióticos;SANOFI AVENTIS
P00015185;FLAGYSTATINE;https://pe.ivademecum.com/medicamento-flagystatine-sanofi-aventis-cod-2B71C3604E19A22F;Antiinfecciosos vaginales;SANOFI AVENTIS
P00015186;FLAGYZOL;https://pe.ivademecum.com/medicamento-flagyzol-brisafarma-cod-CA7518014D00AE02;Antiinfecciosos vaginales;BRISAFARMA
P00015187;FLAMAMED;https://pe.ivademecum.com/medicamento-flamamed-albis-consumo-cod-E2340DCE88A2E7E2;Relajantes musculares;ALBIS CONSUMO
P00015188;FLAMELOX;https://pe.ivademecum.com/medicamento-flamelox-emdiex-cod-3AD325F428EA5F0E;Analgésicos;EMDIEX
P00015189;FLAMICOX;https://pe.ivademecum.com/medicamento-flamicox-s-j-roxfarma-cod-D813D11A9B0C65B4;Fibrinolíticos;S.J.ROXFARMA
P00015190;FLAMIREX GESIC;https://pe.ivademecum.com/medicamento-flamirex-gesic-quimfa-cod-36C4928C1138FE34;Analgésicos;QUIMFA
P00015191;FLAMOALIV;https://pe.ivademecum.com/medicamento-flamoaliv-portugal-cod-F58FD80FE9C36882;Fibrinolíticos;PORTUGAL
P00015192;FLAPEX E;https://pe.ivademecum.com/medicamento-flapex-e-abl-pharma-cod-1198FB8AFB300B94;Colagogos, colerét., digest., hepatoprot.;ABL PHARMA
P00015193;FLATUMED;https://pe.ivademecum.com/medicamento-flatumed-albis-consumo-cod-EA40291702AABA30;Antiflatulentos;ALBIS CONSUMO
P00015194;FLATUZYM;https://pe.ivademecum.com/medicamento-flatuzym-iqfarma-cod-F13CEF8A292A4827;Colagogos, colerét., digest., hepatoprot.;IQFARMA
P00015195;FLAVISTON D;https://pe.ivademecum.com/medicamento-flaviston-d-lusa-cod-171E6AEA7E459FBD;Antigripales;LUSA
P00015196;FLAVISTON JUNIOR;https://pe.ivademecum.com/medicamento-flaviston-junior-lusa-cod-DDF79F0AF04FCA3C;Descongestivos nasales y sistémicos;LUSA
P00015197;FLAXEL;https://pe.ivademecum.com/medicamento-flaxel-medifarma-cod-2977C756C0A9FB90;Analgésicos;MEDIFARMA
P00015198;FLECTADOL;https://pe.ivademecum.com/medicamento-flectadol-farmindustria-cod-2279E7BF00C854C3;Relajantes musculares asociados;FARMINDUSTRIA
P00015199;FLEET BABYLAX;https://pe.ivademecum.com/medicamento-fleet-babylax-fleet-cod-50699666BB5374EA;Catárticos - Enemas;FLEET
P00015200;FLEET ENEMA;https://pe.ivademecum.com/medicamento-fleet-enema-fleet-cod-28EA390B6109AF6F;Catárticos - Enemas;FLEET
P00015201;FLEET FOSFOSODA;https://pe.ivademecum.com/medicamento-fleet-fosfosoda-fleet-cod-E258C1EDFA16F754;Catárticos - Enemas;FLEET
P00015202;FLEMABRON;https://pe.ivademecum.com/medicamento-flemabron-farmedic-cod-DD9BF8C7E60CB013;Antitusivos, expectorantes, mucolíticos;FARMEDIC
P00015203;FLEXA NEUROVIT;https://pe.ivademecum.com/medicamento-flexa-neurovit-farmindustria-cod-800623DB3527CE4A;Relajantes musculares asociados;FARMINDUSTRIA
P00015204;FLEXAGIN;https://pe.ivademecum.com/medicamento-flexagin-quimfa-cod-6F2B8C25DD1BED2C;Antirreumáticos;QUIMFA
P00015205;FLEXAID - RANBAXY;https://pe.ivademecum.com/medicamento-flexaid-ranbaxy-ranbaxy-prp-cod-C79E5B436D82A32D;Analgésicos;RANBAXY-PRP
P00015206;FLEXARTRIT;https://pe.ivademecum.com/medicamento-flexartrit-markos-cod-D0B21A8FAC268343;Antirreumáticos;MARKOS
P00015207;FLEXER;https://pe.ivademecum.com/medicamento-flexer-labex-corp-cod-71C09F24C67C1D37;Relajantes musculares;LABEX CORP.
P00015208;FLEXIMAX;https://pe.ivademecum.com/medicamento-fleximax-omdica-cod-8CCAEEA37FD54909;Antiinflamatorios tópicos;OMDICA
P00015209;FLEXMED;https://pe.ivademecum.com/medicamento-flexmed-albis-consumo-cod-7253D4B9981ED358;Antialérgicos, antihist., corticoides asoc.;ALBIS CONSUMO
P00015210;FLEXMED D;https://pe.ivademecum.com/medicamento-flexmed-d-albis-consumo-cod-B5CC4C6C559CC42D;Antialérgicos, antihist., corticoides asoc.;ALBIS CONSUMO
P00015211;FLEXOL;https://pe.ivademecum.com/medicamento-flexol-infermed-cod-015680BF4918ABE3;Analgésicos;INFERMED
P00015212;FLEXURE;https://pe.ivademecum.com/medicamento-flexure-unimed-cod-2BC2C04323191583;Antirreumáticos;UNIMED
P00015213;FLEXURE MSM;https://pe.ivademecum.com/medicamento-flexure-msm-unimed-cod-092C80AD13742B27;Antirreumáticos;UNIMED
P00015214;FLEYTOS;https://pe.ivademecum.com/medicamento-fleytos-ludber-cod-0242D6647E1F8C76;Antitusivos, expectorantes, mucolíticos;LUDBER
P00015215;FLIXONASE;https://pe.ivademecum.com/medicamento-flixonase-gsk-cod-1456157EC85FEDE6;Descongestivos nasales y sistémicos;GSK
P00015216;FLIXOTIDE INHALADOR;https://pe.ivademecum.com/medicamento-flixotide-inhalador-gsk-cod-13EC8C1FE9B6967C;Antiasmáticos y broncodilatadores;GSK
P00015217;FLOBACT;https://pe.ivademecum.com/medicamento-flobact-ophtha-cod-9C68D28489F3F163;Antibióticos y antisépticos oftálmicos;OPHTHA
P00015218;FLOBACT D;https://pe.ivademecum.com/medicamento-flobact-d-ophtha-cod-8AFA7615742363D1;Antialérgicos oftálmicos;OPHTHA
P00015219;FLODIN;https://pe.ivademecum.com/medicamento-flodin-tecnofarma-cod-4F805A1CE69BCC06;Analgésicos;TECNOFARMA
P00015220;FLODIN FLEX;https://pe.ivademecum.com/medicamento-flodin-flex-tecnofarma-cod-7832B9D6F52BA090;Analgésicos;TECNOFARMA
P00015221;FLOGOCORT;https://pe.ivademecum.com/medicamento-flogocort-bago-cod-C83EC7341599A498;Antialérgicos tópicos;BAGO
P00015222;FLOGODISTEN;https://pe.ivademecum.com/medicamento-flogodisten-bago-cod-40151F5ECBCAF98E;Relajantes musculares asociados;BAGO
P00015223;FLOGORAL;https://pe.ivademecum.com/medicamento-flogoral-lukoll-cod-26473B639391490F;Productos de uso orofaríngeo;LUKOLL
P00015224;FLOGOSYL;https://pe.ivademecum.com/medicamento-flogosyl-ludber-cod-DFEE15D484859E2D;Analgésicos;LUDBER
P00015225;FLOHALE;https://pe.ivademecum.com/medicamento-flohale-cipla-cod-CCDAB29393322540;Antiasmáticos y broncodilatadores;CIPLA
P00015226;FLONASE;https://pe.ivademecum.com/medicamento-flonase-iqfarma-cod-4E7CB0E1C643033A;Antialérgicos tópicos;IQFARMA
P00015227;FLORATIL;https://pe.ivademecum.com/medicamento-floratil-axon-pharma-cod-098000D2B8889A4C;Antidiarreicos;AXON PHARMA
P00015228;FLORAX;https://pe.ivademecum.com/medicamento-florax-contilab-cod-6B620CA33D3C73B7;Leches y suplementos dietéticos;CONTILAB
P00015229;FLOREA;https://pe.ivademecum.com/medicamento-florea-lukoll-cod-A19BD038818114D7;Antidiarreicos;LUKOLL
P00015230;FLORIL N.F.;https://pe.ivademecum.com/medicamento-floril-n-f-lansier-cod-2EC65D0A0A4C13F8;Descongestivos oftálmicos;LANSIER
P00015231;FLOTAC 140MG;https://pe.ivademecum.com/medicamento-flotac-140mg-novartis-pharma-cod-D0572ED12994E7EF;Analgésicos;NOVARTIS PHARMA
P00015232;FLOXALAB;https://pe.ivademecum.com/medicamento-floxalab-keyfarm-cod-ACF88CA83357F0A7;Antibióticos;KEYFARM
P00015233;FLOXAN;https://pe.ivademecum.com/medicamento-floxan-lusa-cod-C216322978652173;Antibióticos;LUSA
P00015234;FLOXIFAR;https://pe.ivademecum.com/medicamento-floxifar-lafar-peru-cod-63100489BD9BE6A3;Antibióticos;LAFAR PERU
P00015235;FLOXITAN;https://pe.ivademecum.com/medicamento-floxitan-markos-cod-4BA51B7B59AB2931;Antibióticos;MARKOS
P00015236;FLUAMAR;https://pe.ivademecum.com/medicamento-fluamar-biotoscana-cod-6D47ED0A6940008A;Antiasmáticos y broncodilatadores;BIOTOSCANA
P00015237;FLUARIX;https://pe.ivademecum.com/medicamento-fluarix-gsk-cod-FFB46D22C1A9589C;Vacunas;GSK
P00015238;FLUCISTEIN;https://pe.ivademecum.com/medicamento-flucistein-lafrancol-cod-30667DC4835C78FA;Antitusivos, expectorantes, mucolíticos;LAFRANCOL
P00015239;FLUCOBRAND;https://pe.ivademecum.com/medicamento-flucobrand-bmc-farma-cod-917D54AA5ABBEA5E;Antimicóticos;BMC FARMA
P00015240;FLUCOGEN;https://pe.ivademecum.com/medicamento-flucogen-eske-group-cod-16FBBAF62A7B004D;Antimicóticos;ESKE GROUP
P00015241;FLUCOLDEX COLD + FLU;https://pe.ivademecum.com/medicamento-flucoldex-cold-flu-avsa-cod-776E90AB4E7CC55A;Antigripales;AVSA
P00015242;FLUCOLUD;https://pe.ivademecum.com/medicamento-flucolud-ludber-cod-35519D5A2DB8D7B6;Antimicóticos;LUDBER
P00015243;FLUCOMED;https://pe.ivademecum.com/medicamento-flucomed-infermed-cod-7D4EE1AD460C882E;Antimicóticos;INFERMED
P00015244;FLUCOMIX;https://pe.ivademecum.com/medicamento-flucomix-bago-cod-9E69E3ED13318B3F;Antiasmáticos y broncodilatadores;BAGO
P00015245;FLUCONAL;https://pe.ivademecum.com/medicamento-fluconal-lafar-peru-cod-B106B4C42F6071EF;Antimicóticos;LAFAR PERU
P00015246;FLUCONAZINN;https://pe.ivademecum.com/medicamento-fluconazinn-dronnvels-cod-5151D7646B22E69C;Antimicóticos;DRONNVELS
P00015247;FLUCONAZOL;https://pe.ivademecum.com/medicamento-fluconazol-ac-farma-cod-46240F93323B06EA;Antimicóticos;AC FARMA
P00015248;FLUCONAZOL;https://pe.ivademecum.com/medicamento-fluconazol-hersil-cod-BCB0B43C7FA79CA3;Antimicóticos;HERSIL
P00015249;FLUCONAZOL;https://pe.ivademecum.com/medicamento-fluconazol-iqfarma-cod-3BEC5317C239A012;Antimicóticos;IQFARMA
P00015250;FLUCONAZOL;https://pe.ivademecum.com/medicamento-fluconazol-medifarma-cod-CA8F38F6F90FB1EB;Antimicóticos tópicos;MEDIFARMA
P00015251;FLUCONAZOL;https://pe.ivademecum.com/medicamento-fluconazol-medrock-cod-3D6F7404E4318E4A;Antimicóticos;MEDROCK
P00015252;FLUCONAZOL;https://pe.ivademecum.com/medicamento-fluconazol-oq-pharma-cod-EF58BD7A9E7A3AA1;;OQ PHARMA
P00015253;FLUCONAZOL;https://pe.ivademecum.com/medicamento-fluconazol-portugal-cod-0B5E86406C838972;Antimicóticos;PORTUGAL
P00015254;FLUCONAZOL;https://pe.ivademecum.com/medicamento-fluconazol-quilab-generic-cod-7EDAB874C9C2497F;Antimicóticos;QUILAB GENERIC.
P00015255;FLUCONAZOL 150MG LF FMNDTRIA;https://pe.ivademecum.com/medicamento-fluconazol-150mg-lf-fmndtria-farmindustria-cod-A690B17039865852;Antimicóticos;FARMINDUSTRIA
P00015256;FLUCONAZOL GENFAR;https://pe.ivademecum.com/medicamento-fluconazol-genfar-genfar-cod-B6F5E9465E9A0911;Antimicóticos;GENFAR
P00015257;FLUCONAZOL INDUQUIMICA;https://pe.ivademecum.com/medicamento-fluconazol-induquimica-induquimica-cod-FC1F42FD0D3F5336;Antimicóticos;INDUQUIMICA
P00015258;FLUCONAZOL MF;https://pe.ivademecum.com/medicamento-fluconazol-mf-marfan-cod-B91DE850EC5C0744;Antimicóticos;MARFAN
P00015259;FLUCOPHARM;https://pe.ivademecum.com/medicamento-flucopharm-d-olapharm-cod-2707E0D4B98D1613;Antimicóticos;D'OLAPHARM
P00015260;FLUCOSTAT;https://pe.ivademecum.com/medicamento-flucostat-ac-farma-cod-99409B3B20AAAB75;Antimicóticos;AC FARMA
P00015261;FLUCOX;https://pe.ivademecum.com/medicamento-flucox-farmac-peru-cod-6649F52876962681;Antimicóticos;FARMAC.DEL PERU
P00015262;FLUCOXIN;https://pe.ivademecum.com/medicamento-flucoxin-quilab-farma-cod-8B6F1FB5CFB1E69D;Antimicóticos;QUILAB FARMA
P00015263;FLUCOZOL;https://pe.ivademecum.com/medicamento-flucozol-medifarma-cod-C610F635FA13E5CE;Antimicóticos;MEDIFARMA
P00015264;FLUDACEL;https://pe.ivademecum.com/medicamento-fludacel-seven-pharma-cod-BF3DA12B1097EDEA;Agentes alquilantes;SEVEN PHARMA
P00015265;FLUFENAZINA;https://pe.ivademecum.com/medicamento-flufenazina-ac-farma-cod-546288BAD173A056;Antipsicóticos;AC FARMA
P00015266;FLUGONFYL;https://pe.ivademecum.com/medicamento-flugonfyl-ceci-farma-cod-0F2A8C862EFB3536;Antimicóticos;CECI FARMA
P00015267;FLUIBRON;https://pe.ivademecum.com/medicamento-fluibron-abl-pharma-cod-DCF810078F1DAE5A;Antitusivos, expectorantes, mucolíticos;ABL PHARMA
P00015268;FLUIBRONCOL;https://pe.ivademecum.com/medicamento-fluibroncol-medifarma-cod-50C9D750BC78CE13;Antitusivos, expectorantes, mucolíticos;MEDIFARMA
P00015269;FLUIBRONCOL ORAL;https://pe.ivademecum.com/medicamento-fluibroncol-oral-medifarma-cod-F521564C3977A22D;Antitusivos, expectorantes, mucolíticos;MEDIFARMA
P00015270;FLUIBRONCOL ORAL INFANTIL;https://pe.ivademecum.com/medicamento-fluibroncol-oral-infantil-medifarma-cod-BDCD01EF75B3AE44;Antitusivos, expectorantes, mucolíticos;MEDIFARMA
P00015271;FLUIMED PEDIATRICO JARABE;https://pe.ivademecum.com/medicamento-fluimed-pediatrico-jarabe-albis-consumo-cod-40E4C3D929B12AB2;Antitusivos, expectorantes, mucolíticos;ALBIS CONSUMO
P00015272;FLUIMED S;https://pe.ivademecum.com/medicamento-fluimed-s-albis-consumo-cod-D864EDB6A2FE87DB;Antiasmáticos y broncodilatadores;ALBIS CONSUMO
P00015273;FLUIMUCIL;https://pe.ivademecum.com/medicamento-fluimucil-lukoll-cod-04B2D2936BD0CE35;Antitusivos, expectorantes, mucolíticos;LUKOLL
P00015274;FLUIMUCIL 10%;https://pe.ivademecum.com/medicamento-fluimucil-10-lukoll-cod-58DF92FF9BD4E0A0;Antitusivos, expectorantes, mucolíticos;LUKOLL
